index,label,fold_changes
72,heptadecanoic acid,0.965245901639344
73,glycolic acid,0.927551258456673
74,glycine,0.856893333253303
75,glycerol-alpha-phosphate,0.93123595505618
76,glycerol-3-galactoside,0.886129032258065
77,glycerol,0.959853397090328
78,glyceric acid,1.03920229476847
79,glutamine,1.15999485795089
80,glutamic acid,1.37430368373765
81,glucose-1-phosphate,0.971742808798646
82,glucose,0.810808789619972
83,fumaric acid,0.726112968502552
84,fucose,0.837864077669903
85,fructose,0.452579258463192
86,ethanolamine,0.889165422266468
87,erythritol,0.799654328100245
88,dodecanol,0.893508388037929
89,D-erythro-sphingosine,1.10906344410876
90,cysteine,0.259579090061679
91,creatinine,1.03656307129799
92,conduritol-beta-epoxide,1.05422153369481
93,citrulline,0.973457340637873
94,citric acid,0.93360247499341
95,catechol,0.638255084813278
96,caprylic acid,1.1264367816092
97,capric acid,0.773553719008264
98,beta-alanine,0.966606852464532
99,benzoic acid,2.9692700729927
100,aspartic acid,0.827828661300768
101,asparagine,0.72957491709376
102,arachidic acid,1.44098600376018
103,aminomalonate,3.19650972550445
104,alpha-ketoglutarate,0.95447849145551
105,alpha-aminoadipic acid,0.478932584269663
106,allantoic acid,0.320339830084958
107,alanine,0.753614557882219
108,6-deoxyglucitol,1.14126175548589
109,5-methoxytryptamine,0.328809587141854
110,4-hydroxybutyric acid,0.804046406338427
111,3-hydroxypropionic acid,0.924701018750923
112,3-hydroxybutyric acid,0.975826246168951
113,3-aminoisobutyric acid,1.09193870752831
114,"3,6-anhydro-D-galactose",0.990915443745632
115,3-(3-hydroxyphenyl)propionic acid,3.29664045746962
116,2-ketoisocaproic acid,1.09672548427456
117,2-hydroxyglutaric acid,0.765058236272879
118,2-hydroxybutanoic acid,1.64962749469792
119,2-deoxytetronic acid,0.911520404478151
120,2-aminobutyric acid,1.18286743149973
121,"1,3,5-trimethylcyanuric acid",0.859341092917735
122,Acylcarnitine (14:1),1.34170019776443
123,Acylcarnitine (15:2),0.416760676873489
124,Acylcarnitine (16:1),0.897779210385915
125,Acylcarnitine (18:0),1.25659343622265
126,Acylcarnitine (18:1);,0.991286683524258
127,Acylcarnitine (20:3),0.978776231934259
128,Acylcarnitine (20:4),1.58708731180221
129,Acylcarnitine C10:0,0.897673487480875
130,Acylcarnitine C16:0,0.879697486737278
131,Acylcarnitine C18:1,0.988446650675926
132,Acylcarnitine C18:2,1.20524601248725
133,CE (16:1),0.578747753877288
134,CE (18:1),1.04597406707
135,CE (18:2),0.94405095378986
136,CE (18:3),0.644762609642245
137,CE (20:3),0.781677296413922
138,CE (20:4),0.455831748005961
139,CE (20:5),0.928317306055247
140,CE (22:1),0.0158264927627848
141,CE (22:5),0.662978242578927
142,CE (22:6),1.01020776871318
143,CE (24:1),0.227826063833886
144,Ceramide (d32:1),1.27346083940106
145,Ceramide (d34:0),1.40795506280819
146,Ceramide (d34:1),0.894678117956173
147,Ceramide (d36:1),1.81964179227242
148,Ceramide (d38:1),0.43212185155801
149,Ceramide (d39:1),0.365350187503235
150,Ceramide (d40:0),0.998188626055347
151,Ceramide (d40:1),0.293172048857851
152,Ceramide (d40:2),0.287541427387012
153,Ceramide (d41:1),0.832194699608562
154,Ceramide (d42:0),1.53458627203174
155,Ceramide (d42:1),0.640450420345252
156,Ceramide (d42:2) B,0.445646777827538
157,Ceramide (d43:1),2.05131061370836
158,Ceramide (d44:1),3.29567330449912
159,DG (32:1),0.448233110029499
160,DG (34:1); DG(16:0/18:1);,0.616900908096712
161,DG (34:2),0.537479802058588
162,DG (34:3),0.277217958813932
163,DG (36:2); DG(18:1/18:1);,0.798183469245821
164,DG (36:3); DG(18:1/18:2);,0.718123443247189
165,DG (36:4),0.673988139420958
166,DG (36:5); DG(18:2/18:3);,0.583570675134251
167,DG (38:6),0.563919700081732
168,FA (13:0) (tridecylicacid),1.12129607280781
169,FA (14:1) (physetericacid),0.796961114710487
170,FA (16:2);,0.765276230068542
171,FA (16:3);,0.932510643900373
172,FA (17:1) (heptadecenoicacid),0.741566844035213
173,FA (17:2);,0.875186167419011
174,FA (18:2) (linoleicacid),0.847839909748065
175,FA (18:3) (linolenicacid),0.809381892154297
176,FA (18:4);,0.691158501876034
177,FA (19:0);,0.541285241633974
178,FA (19:1);,0.525222574226476
179,FA (20:1) (eicosenoicacid),0.335019522011645
180,FA (20:2) (eicosadienoicacid),0.801814347983446
181,FA (20:3) (eicosatrienoicacid),1.41642513317502
182,FA (20:3) (homo-gamma-linolenicacid),1.06253626322217
183,FA (20:4) (arachidonicacid),1.44855302556041
184,FA (20:5) (eicosapentaenoicacid),1.26323292714365
185,FA (21:0) B;,0.484050675235041
186,FA (22:2) (docosadienoicacid),0.376298498513503
187,FA (22:3);,0.881897605162794
188,FA (22:5);,0.774981370733523
189,FA (22:6) (docosahexaenoicacid),1.64840196889943
190,FA (22:7);,1.82748955254306
191,FA (24:1) (nervonicacid),0.591941712966445
192,GlcCer (d38:1),1.13758641437456
193,GlcCer (d40:1),0.632941911967156
194,GlcCer (d41:1),1.85221303532952
195,GlcCer (d42:1),1.252522671109
196,GlcCer (d42:2),1.28327290757133
197,GlcCer(d14:1(4E)/20:0(2OH)),1.18288330293803
198,LPC (14:0),1.2053712680996
199,LPC (15:0),1.0695255353666
200,LPC (16:0),0.945343781469311
201,LPC (16:1),0.672183771353159
202,LPC (18:0),1.56257743986625
203,LPC (18:1),0.935690407306918
204,LPC (18:2),1.26646958676965
205,LPC (18:3),1.0292657506391
206,LPC (20:0),6.8558498051718
207,LPC (20:1),0.521965497591048
208,LPC (20:2),0.894790318741048
209,LPC (20:3),1.22277194592988
210,LPC (20:5),1.11580633158609
211,LPC (22:4);,1.09040656977499
212,LPC (22:5),0.920358526090788
213,LPC (22:6),1.11138064700523
214,LPC (24:0),0.887093716589956
215,LPE (16:0),0.994219637752172
216,LPE (18:0),1.19315242684013
217,LPE (18:1),1.26222755543683
218,LPE (18:2),1.44075215812652
219,LPE (20:4),1.53283371978087
220,LPE (22:6),1.29146951864347
221,LysoPC (19:0);,0.594441824437255
222,LysoPC (20:4);,1.57885433721684
223,LysoPC (22:0);,0.75759304433494
224,LysoPC (22:1);,0.565093953657519
225,LysoPE (17:0);,1.03958921291941
226,LysoPE (18:3);,1.32077384164394
227,LysoPE (22:5);,0.713978228658544
228,LysoPG (17:0); LysoPG 17:0;,1.50365556725996
229,LysoPI (18:0); LysoPI 18:0;,1.10213090213902
230,LysoPI (18:2); LysoPI 18:2;,1.16978500117597
231,LysoPI (20:4); LysoPI 20:4;,1.80432818580159
232,PC (28:0),0.997838331524104
233,PC (30:0); PC(14:0/16:0);,0.892202331169864
234,PC (30:1),0.450406726858396
235,PC (32:0); PC(16:0/16:0);,0.916472617943734
236,PC (32:1),0.4686315546061
237,PC (32:2),0.615024534762106
238,PC (33:0),0.999634455662207
239,PC (33:1),0.492231400101502
240,PC (33:2),0.689817620267021
241,PC (34:0); PC(16:0/18:0);,1.24524912547356
242,PC (34:1),0.714145731984928
243,PC (34:2),0.812765332954088
244,PC (34:2) a,0.793842559232286
245,PC (34:3),0.335221978122024
246,PC (34:3); PC(16:1/18:2);,1.57325095699569
247,PC (34:4),0.687011546412545
248,PC (35:1),0.719289193762192
249,PC (35:2); PC(17:0/18:2);,0.530990070100746
250,PC (35:3),0.809296005873918
251,PC (35:3); PC(17:1/18:2);,0.484261956655551
252,PC (35:4),1.0526158120589
253,PC (36:0); PC(18:0/18:0);,1.33013732189705
254,PC (36:1); PC(18:0/18:1);,0.759575566575808
255,PC (36:2),0.998403310594854
256,PC (36:2); PC(18:0/18:2);,0.93094436419198
257,PC (36:3) A,0.489422306331785
258,PC (36:3) B,0.747022833916258
259,PC (36:3); PC(18:1/18:2);,0.746190821249748
260,PC (36:4) A,0.670943328679924
261,PC (36:4) B,0.882157744537397
262,PC (36:4); PC(16:0/20:4);,0.783278017215649
263,PC (36:5) B,0.588561011366093
264,PC (36:5); PC(16:1/20:4);,0.423218411896707
265,PC (36:6),0.646330545080402
266,PC (37:1); PC(16:0/21:1);,0.399333422974424
267,PC (37:2),0.434503869383767
268,PC (37:2); PC(19:0/18:2);,0.424252731918021
269,PC (37:3),0.675466513301599
270,PC (37:4),1.0319158964845
271,PC (37:4); PC(17:1/20:3);,0.544662817537971
272,PC (37:6),0.791092162072695
273,PC (38:1); PC(20:0/18:1);,0.495015315967415
274,PC (38:2),0.245915447653371
275,PC (38:2); PC(18:0/20:2);,0.275973143331961
276,PC (38:3),0.920757887586682
277,PC (38:3); PC(18:0/20:3);,0.719710914607039
278,PC (38:3); PC(20:1/18:2);,0.355613224022285
279,PC (38:4) A,1.14855647285006
280,PC (38:4); PC(18:0/20:4);,1.26381370840272
281,PC (38:4); PC(18:1/20:3);,0.559591618494194
282,PC (38:5) A,0.821820428307108
283,PC (38:6) C,0.838278856453541
284,PC (38:6); PC(18:2/20:4);,0.640285226708628
285,PC (38:7),0.571558906459245
286,PC (39:4); PC(19:0/20:4);,0.508714372051855
287,PC (39:6),0.90730223976458
288,PC (40:4),0.896346805043512
289,PC (40:5) A,0.882873622871159
290,PC (40:5) B,0.837682487697069
291,PC (40:5); PC(18:0/22:5);,0.580549218484346
292,PC (40:6) B,1.14583313198251
293,PC (40:7),0.905908656330684
294,PC (40:7); PC(18:1/22:6);,0.789721426791987
295,PC (40:8),0.946111069062944
296,PC (40:8) a,0.623808933357497
297,PC (42:5),0.288222529547171
298,PC (42:6); PC(20:0/22:6);,0.102486779163273
299,PC (o-32:0),0.904913636667977
300,PC (p-32:0) or PC (o-32:1),0.873270067220245
301,PC (p-34:0) or PC (o-34:1),0.897583256138163
302,PC (p-34:1) or PC (o-34:2) B,0.996582457434384
303,PC (p-34:2) or PC (o-34:3),0.982790586217334
304,PC (p-36:1) or PC (o-36:2),0.865668241058935
305,PC (p-36:1) or PC (o-36:2) a,0.793290608758819
306,PC (p-36:2) or PC (o-36:3),0.815934900786728
307,PC (p-36:3) or PC (o-36:4),0.812843225427195
308,PC (p-36:4) or PC (o-36:5),1.39140446074165
309,PC (p-38:3) or PC (o-38:4),0.962879568192525
310,PC (p-38:4) or PC (o-38:5) A,0.578938307469238
311,PC (p-38:4) or PC (o-38:5) B,1.590664434788
312,PC (p-38:5) or PC (o-38:6),0.863771566384268
313,PC (p-38:5) or PC (o-38:6) a,0.670554945435477
314,PC (p-40:3) or PC (o-40:4),1.54806286425429
315,PC (p-40:4) or PC (o-40:5),0.768166369146672
316,PC (p-40:5); PC(P-18:0/22:5);,1.0294204403106
317,PC (p-40:6),0.666748739925073
318,PC (p-42:4) or PC (o-42:5),0.909372873894425
319,PC (p-42:5) or PC (o-42:6),2.50615595198273
320,PC (p-44:4) or PC (o-44:5),0.524962379741805
321,PE (34:1),0.404731626058944
322,PE (34:2); PE(16:0/18:2);,0.303854156650834
323,PE (34:3); PE(16:0/18:3);,0.19380364360459
324,PE (36:1),0.656480750610044
325,PE (36:2),0.499446854147125
326,PE (36:2); PE(18:0/18:2);,0.517117627781676
327,PE (36:3); PE(18:1/18:2);,0.276524354318888
328,PE (36:4),0.318503946507646
329,PE (36:4); PE(18:2/18:2);,0.298254796908524
330,PE (36:5); PE(16:1/20:4);,0.226800594469908
331,PE (37:2); PE(19:0/18:2);,0.285394198073388
332,PE (38:2),1.00646183305245
333,PE (38:4) B,0.523384988177102
334,PE (38:5); PE(16:0/22:5);,0.520735421162705
335,PE (38:5); PE(18:1/20:4);,0.439771321618183
336,PE (38:6) a,0.413396256084248
337,PE (38:6),0.386183948476848
338,PE (38:6); PE(18:2/20:4);,0.337192616198358
339,PE (40:5); PE(18:0/22:5);,0.274005784616303
340,PE (40:6),0.542984677884495
341,PE (40:6); PE(18:0/22:6);,0.476611005704607
342,PE (40:7); PE(18:1/22:6);,0.387344853875229
343,PE (42:6); PE(20:0/22:6);,0.755215588503844
344,PE (p-34:1) or PE (o-34:2),0.993567971273357
345,PE (p-36:1) or PE (o-36:2),1.06966013022696
346,PE (p-36:2) or PE (o-36:3),1.01204119762588
347,PE (p-36:4); PE(P-16:0/20:4);,0.916546844636855
348,PE (p-36:5) or PE (o-36:6),0.695842485595136
349,PE (p-38:2) or PE (o-38:3),1.51900941372024
350,PE (p-38:3) or PE (o-38:4),0.73385957155366
351,PE (p-38:4) or PE (o-38:5),1.23447711848204
352,PE (p-38:5) or PE (o-38:6) a,0.86241235025866
353,PE (p-38:5) or PE (o-38:6),3.27166322603879
354,PE (p-40:4) or PE (o-40:5),1.39909445614232
355,PE (p-40:5) or PE (o-40:6),1.13470004153734
356,PE (p-40:7) or PE (o-40:8),0.864349887558298
357,PG (34:2); PG(16:0/18:2);,0.326298645500911
358,PI (32:1); PI(16:0/16:1);,0.320419786112439
359,PI (34:1); PI(16:0/18:1);,0.863555399145818
360,PI (34:2); PI(16:0/18:2);,0.64451029692526
361,PI (35:2); PI(17:0/18:2);,0.684481280365819
362,PI (36:1); PI(18:0/18:1);,1.06224219753089
363,PI (36:2); PI(18:0/18:2);,0.843313412376681
364,PI (36:3); PI(16:0/20:3);,0.712200151297006
365,PI (36:3); PI(18:1/18:2);,0.558251581182771
366,PI (36:4); PI(16:0/20:4);,0.589411377086198
367,PI (36:4); PI(18:2/18:2);,0.590691435292751
368,PI (36:5); PI(16:0/20:5);,0.758605507312493
369,PI (37:2); PI(19:0/18:2);,0.283705379710866
370,PI (37:4); PI(17:0/20:4);,0.738042074510928
371,PI (38:3); PI(18:0/20:3);,0.482316993562218
372,PI (38:4); PI(18:0/20:4);,0.927374670219301
373,PI (38:4); PI(18:1/20:3);,0.420718349609079
374,PI (38:5),0.753168805528134
375,PI (38:5); PI(18:1/20:4);,0.573986059369066
376,PI (38:6); PI(16:0/22:6);,0.666170493238065
377,PI (39:4); PI(19:0/20:4);,0.351350420331332
378,PI (40:4); PI(18:0/22:4);,0.790448471834193
379,PI (40:4); PI(20:0/20:4);,0.168722758651672
380,PI (40:5); PI(18:0/22:5);,0.402199294811562
381,PI (40:6); PI(18:0/22:6);,0.793624533549245
382,Plasmenyl-PC (36:2); PC(P-18:0/18:2);,1.06774181561443
383,Plasmenyl-PE (34:2); PE(P-16:0/18:2);,0.677959393062945
384,Plasmenyl-PE (38:4); PE(P-18:0/20:4);,0.838248048568951
385,Plasmenyl-PE (38:6); PE(P-16:0/22:6);,0.627928453991643
386,Plasmenyl-PE (40:6); PE(P-18:0/22:6);,1.00484459689986
387,Plasmenyl-PE (42:6); PE(P-20:0/22:6);,1.2045191403776
388,SM (34:2); SM(d16:0/18:2);,0.719317645691453
389,SM (40:1); SM(d14:0/26:1);,0.391047841073238
390,SM (41:2),0.777346489031353
391,SM (42:2); SM(d20:0/22:2);,0.956357410277257
392,SM (d32:1) a,1.33355650776647
393,SM (d32:1),1.4934463867057
394,SM (d32:2),0.751642442462608
395,SM (d33:1),1.28364613985201
396,SM (d33:1); SM(d14:0/19:1);,1.27331217711694
397,SM (d34:0),1.37039688999821
398,SM (d34:1) a,1.28267196006127
399,SM (d34:1),1.17950262316332
400,SM (d34:2),0.754075394832821
401,SM (d36:0),1.19162076019689
402,SM (d36:1),2.19088315839686
403,SM (d36:2),1.54669574549105
404,SM (d36:2) a,1.368110096166
405,SM (d36:3),0.950158098659502
406,SM (d37:1),1.18943533697632
407,SM (d38:1),0.851732057621671
408,SM (d38:1); SM(d14:0/24:1);,0.778262868038236
409,SM (d38:2),0.817742497190598
410,SM (d39:1),0.465193331498822
411,SM (d39:1); SM(d14:0/25:1);,0.430937564647947
412,SM (d40:0),0.85211938142299
413,SM (d40:1),0.422236239603775
414,SM (d40:2) A,0.278838636556192
415,SM (d40:2) B,0.381545659393956
416,SM (d40:3),0.49695436229032
417,SM (d41:1),1.27769781833929
418,SM (d41:1) a,1.23777729358441
419,SM (d41:2),1.03963844531485
420,SM (d42:0),0.895981252841803
421,SM (d42:1),0.840408737667543
422,SM (d42:1) a,0.809938228636773
423,SM (d42:2) A,1.05091838448854
424,SM (d42:3),1.02789951723839
425,SM (d43:1),2.24076747842269
426,SM (d43:2),5.08754184025286
427,SM (d43:2) B,1.31308393248491
428,SM (d44:2),1.16706868191464
429,TG (44:1),0.888725084618278
430,TG (44:2),0.313308647155866
431,TG (46:0),0.463132904168379
432,TG (46:1); TG(12:0/16:0/18:1);,0.345835432240558
433,TG (46:2),0.597306597561494
434,TG (46:2); TG(12:0/16:0/18:2);,0.443673035264729
435,TG (46:3),0.307486089795153
436,TG (47:0); TG(14:0/16:0/17:0);,0.510241088123931
437,TG (47:1); TG(15:0/16:0/16:1);,0.624041354179908
438,TG (48:0); TG(14:0/16:0/18:0);,0.60621623636357
439,TG (48:0); TG(16:0/16:0/16:0);,0.900861284972984
440,TG (48:1); TG(14:0/16:0/18:1);,0.346519728644268
441,TG (48:2),0.350242311354176
442,TG (48:2); TG(14:0/16:0/18:2);,0.339740969283526
443,TG (48:3),0.310795769878972
444,TG (48:3); TG(14:0/16:1/18:2);,0.25032822166647
445,TG (48:4); TG(12:0/18:2/18:2);,0.408358543417367
446,TG (49:0); TG(15:0/16:0/18:0);,0.367821009795564
447,TG (49:1); TG(15:0/16:0/18:1);,0.456259894908493
448,TG (49:2); TG(15:0/16:0/18:2);,0.52509541930294
449,TG (49:3),0.234301990363751
450,TG (49:4); TG(15:2/16:0/18:2);,0.231386874343711
451,TG (50:1); TG(16:0/16:0/18:1);,0.587809892038714
452,TG (50:2); TG(16:0/16:1/18:1);,0.433730833520726
453,TG (50:3),0.436584750988395
454,TG (50:3); TG(16:0/16:1/18:2);,0.248076414557785
455,TG (50:4); TG(14:0/16:0/20:4);,0.502438982681299
456,TG (50:4); TG(16:1/16:1/18:2);,0.385955761019281
457,TG (50:5),0.424833964662198
458,TG (50:5); TG(14:0/18:2/18:3);,0.346132503539353
459,TG (51:0); TG(16:0/17:0/18:0);,0.302535016387465
460,TG (51:1); TG(16:0/17:0/18:1);,0.444020360568774
461,TG (51:2); TG(16:0/17:1/18:1);,0.445213613515224
462,TG (51:3); TG(15:0/18:1/18:2);,0.522811238329223
463,TG (51:4),0.523156288119814
464,TG (51:4); TG(15:0/18:2/18:2);,0.619792379034314
465,TG (51:5); TG(15:0/18:2/18:3);,0.599184486904845
466,TG (51:6); TG(15:2/18:2/18:2);,0.502295479299742
467,TG (52:0),0.580451009907201
468,TG (52:1),0.340341394006979
469,TG (52:1); TG(16:0/18:0/18:1);,0.536628092441868
470,TG (52:2); TG(16:0/18:1/18:1);,0.676676839048205
471,TG (52:3); TG(16:0/18:1/18:2);,0.696048981867857
472,TG (52:4),0.646725960960309
473,TG (52:4); TG(16:0/18:2/18:2);,0.712487399184137
474,TG (52:5),0.55431284746551
475,TG (52:5); TG(16:0/18:2/18:3);,0.596238969954035
476,TG (52:6),0.453267609609742
477,TG (52:6); TG(16:1/18:2/18:3);,0.414468004347404
478,TG (52:7); TG(16:1/18:2/18:4);,0.437573445907033
479,TG (53:1); TG(17:0/18:0/18:1);,0.318812667643018
480,TG (53:2),0.355226020132127
481,TG (53:3),1.00795753307239
482,TG (53:3); TG(17:0/18:1/18:2);,0.498272906915186
483,TG (53:4),0.2049950924594
484,TG (53:4); TG(17:1/18:1/18:2);,0.577602095409902
485,TG (53:5),0.5525228020918
486,TG (53:5); TG(17:1/18:2/18:2);,0.465764748289599
487,TG (54:1); TG(16:0/18:1/20:0);,0.281894006362264
488,TG (54:2); TG(16:0/18:1/20:1);,0.526208761608114
489,TG (54:3),0.248516807108995
490,TG (54:3); TG(16:0/18:1/20:2);,0.93210296881261
491,TG (54:3); TG(16:1/18:1/20:1);,0.563100852080544
492,TG (54:3); TG(18:0/18:1/18:2);,0.667234935685256
493,TG (54:4),0.609104889291386
494,TG (54:4); TG(16:0/18:0/20:4);,0.951907487120891
495,TG (54:4); TG(18:1/18:1/18:2);,0.946284557097343
496,TG (54:5) B,0.756752008310928
497,TG (54:5); TG(18:1/18:2/18:2);,0.912503371987321
498,TG (54:6) B,0.858702754522243
499,TG (54:6); TG(16:0/18:2/20:4);,0.636627839323993
500,TG (54:6); TG(18:2/18:2/18:2);,0.909526834336702
501,TG (54:7); TG(16:0/18:2/20:5);,0.584196413793405
502,TG (54:7); TG(16:1/18:2/20:4);,0.770036171010136
503,TG (54:7); TG(18:2/18:2/18:3);,0.759293437912868
504,TG (54:8),0.333975953231523
505,TG (54:8); TG(14:0/18:2/22:6);,0.755474577548239
506,TG (54:8); TG(18:2/18:3/18:3);,0.719465608158241
507,TG (55:3); TG(18:1/18:2/19:0);,0.380387452561961
508,TG (55:4); TG(18:2/18:2/19:0);,0.368023129493561
509,TG (56:0); TG(16:0/18:0/22:0);,0.357273782834442
510,TG (56:1),1.126350093809
511,TG (56:1); TG(16:0/18:1/22:0);,0.300907767431587
512,TG (56:10); TG(18:2/18:3/20:5);,0.722146648773646
513,TG (56:2); TG(18:0/18:1/20:1);,0.209020880630975
514,TG (56:3); TG(18:1/18:1/20:1);,0.247348928220293
515,TG (56:4); TG(18:1/18:2/20:1);,0.328096905557088
516,TG (56:4); TG(18:2/18:2/20:0);,0.5245718592544
517,TG (56:5); TG(16:0/18:1/22:4);,0.510778363599434
518,TG (56:5); TG(18:0/18:1/20:4);,0.8822107827832
519,TG (56:5); TG(18:2/18:2/20:1);,0.458526689273833
520,TG (56:6),0.851744994756431
521,TG (56:6); TG(18:1/18:1/20:4);,0.748302528149742
522,TG (56:6); TG(18:1/18:2/20:3);,0.734909622035532
523,TG (56:7),1.06748494210718
524,TG (56:7); TG(18:1/18:2/20:4);,0.777730635746532
525,TG (56:7); TG(18:2/18:3/20:2);,0.840748900757435
526,TG (56:8); TG(16:0/18:2/22:6);,0.886742359635187
527,TG (56:8); TG(18:2/18:2/20:4);,0.875091752104598
528,TG (56:8); TG(18:2/18:3/20:3);,1.15760484133506
529,TG (56:9); TG(16:0/18:3/22:6);,0.749828441129889
530,TG (56:9); TG(16:1/18:2/22:6);,0.692432955629296
531,TG (56:9); TG(18:2/18:3/20:4);,0.700459264618537
532,TG (58:0),0.505373336543129
533,TG (58:1),0.489717557576834
534,TG (58:10),1.11992528696864
535,TG (58:10); TG(18:2/18:2/22:6);,1.03521105821745
536,TG (58:11); TG(18:2/18:3/22:6);,0.866456072511688
537,TG (58:12),0.716658627183265
538,TG (58:2),0.350754880821199
539,TG (58:3); TG(18:1/18:2/22:0);,0.239840857473769
540,TG (58:4) A,0.171739695028819
541,TG (58:5); TG(18:2/18:2/22:1);,0.196452524818671
542,TG (58:6),0.451233123181333
543,TG (58:7); TG(18:0/18:1/22:6);,1.23736268004531
544,TG (58:7); TG(18:1/18:2/22:4);,0.699329875032073
545,TG (58:8),0.794767752019789
546,TG (58:8); TG(18:1/18:1/22:6);,1.53653229201446
547,TG (58:9); TG(18:1/18:2/22:6);,1.20112981217029
548,TG (60:11); TG(18:1/20:4/22:6);,1.35735133590047
549,TG (60:11); TG(18:2/20:3/22:6);,0.980067814285854
550,TG (60:12); TG(16:0/22:6/22:6);,1.23672764870246
551,TG (60:12); TG(18:2/20:4/22:6);,1.21511885201405
552,TG (60:13); TG(18:2/20:5/22:6);,1.09479985401515
553,TG (60:2),0.345162720859554
554,TG (62:13); TG(18:2/22:5/22:6);,2.12413478136994
555,TG (62:14); TG(18:2/22:6/22:6);,1.72542995951417
556,"(2-oxo-2,3-dihydro-1H-indol-3-yl)acetic acid",1.02777582088214
557,"(2S,3S)-(-)-3-Phenylglycidol",1.35650674454179
558,.gamma.-L-Glu-.epsilon.-L-Lys,1.20466712902212
559,"1,2-Diamino-2-methylpropane",0.926131452376512
560,"1,4-Cyclohexanedione",0.763794546759149
561,"1,5-Hexadien-3-ol B",1.49765828984067
562,12-Ketodeoxycholic acid,1.98664241459671
563,"15-Deoxy-.DELTA.12,14-prostaglandin J2",2.1124392882783
564,1-Hexadecylamine,0.829663259964482
565,1H-Indole-4-carboxaldehyde,1.25867950139217
566,1-Octadecanamine,1.46508254127064
567,"2-(2H-Benzotriazol-2-yl)-4,6-bis(1-methyl-1-phenylethyl)phenol",0.767736622231656
568,"2,2-Bis[hydroxymethyl]-2,2',2''-nitrilotriethanol",1.16506715620207
569,"2,8-Quinolinediol",2.50345980792291
570,2-Amino-1-phenylethanol,1.07763182176803
571,2'-Deoxycytidine,0.822938369610386
572,2-Methylglutaric acid,1.87407258301116
573,"2-Propenoic acid, 3-(4-methoxyphenyl)-",1.10134637344826
574,3.beta.-Hydroxy-5-cholenoic acid,2.09021431915521
575,3-Methylhistidine,0.812145656710791
576,3-Ureidopropionic acid,0.631533333029466
577,4-Guanidinobutyric acid,1.55349977988806
578,4-Hydroxy-6-methyl-2-pyrone,1.04775721797925
579,"5-Methyl-5,6-Dihydrouracil",0.733245265387621
580,5'-Methylthioadenosine,0.934964021996574
581,"9,12-Octadecadiynoic Acid",1.19555021160421
582,"9-Octadecenamide, (Z)-",1.14494055563541
583,"9S,11R-Dihydroxy-15-oxo-5Z,13E-prostadienoic acid",1.0197248534055
584,Acetylcarnitine,0.987593836680075
585,Acetylcholine cation,1.39817930739846
586,Adenosine,0.0914254310523152
587,Anserine,0.635535481996527
588,Arg-Ala,0.9546737199225
589,Arginine,1.05945502188915
590,Arg-Ser,0.507857111238989
591,Azelaic acid,3.33499362685429
592,"Benzenemethanol, 4-methyl-",1.32407597528043
593,Betaine,1.10615927503448
594,Bicyclo[2.2.1]heptane-2-methanol,0.810216898614153
595,Biliverdin,1.7744973535576
